"Customer ID","Customer Name","Invoice Date","Invoice ID","Book Code","Book Name","Category ID","Category Name","Quantity","Price","Amount","Gross Total","Discount","Net Total"
"1","Susie Granger",2010-01-24,"24","379","Economy to Palace","9","Travel","1","3400","3400","16800","0.1","15120"
"1","Susie Granger",2010-01-24,"24","38","Living the Born","2","Adventure","1","3800","3800","16800","0.1","15120"
"1","Susie Granger",2010-01-24,"24","294","Invincible but Born","7","History","1","2400","2400","16800","0.1","15120"
"1","Susie Granger",2010-01-24,"24","373","Invincible but Places","6","Educational","1","4800","4800","16800","0.1","15120"
"1","Susie Granger",2011-04-16,"471","190","Rings the Palace","2","Adventure","1","3200","3200","118900","0.5","59450"
"1","Susie Granger",2011-04-16,"471","340","Kill to Living","2","Adventure","83","1200","99600","118900","0.5","59450"
"1","Susie Granger",2011-04-16,"471","372","Invincible the Living","8","Autobiography","1","2800","2800","118900","0.5","59450"
"1","Susie Granger",2011-04-16,"471","87","Cry the Land","1","Romance","1","1000","1000","118900","0.5","59450"
"1","Susie Granger",2011-04-16,"471","378","Dream and Rings","2","Adventure","3","4100","12300","118900","0.5","59450"
"1","Susie Granger",2012-09-14,"1988","375","Kill but Love","7","History","1","3900","3900","59300","0.5","29650"
"1","Susie Granger",2012-09-14,"1988","146","Nightmare the Love","8","Autobiography","18","2500","45000","59300","0.5","29650"
"1","Susie Granger",2012-09-14,"1988","122","Nightmare but Nightmare","4","Horror","1","3200","3200","59300","0.5","29650"
"1","Susie Granger",2012-09-14,"1988","28","Land to Love","1","Romance","1","3500","3500","59300","0.5","29650"
"1","Susie Granger",2012-09-14,"1988","94","Palace the Cost","3","Classics","1","700","700","59300","0.5","29650"
"1","Susie Granger",2012-09-14,"1988","24","Culprit and Land","9","Travel","1","3000","3000","59300","0.5","29650"
"1","Susie Granger",2010-10-31,"5304","1","Love and Nightmare","8","Autobiography","1","3900","3900","55700","0.5","27850"
"1","Susie Granger",2010-10-31,"5304","194","Nightmare but Culprit","8","Autobiography","1","2400","2400","55700","0.5","27850"
"1","Susie Granger",2010-10-31,"5304","174","Wait to Nightmare","10","Cookery","1","2200","2200","55700","0.5","27850"
"1","Susie Granger",2010-10-31,"5304","343","Palace the Drama","10","Cookery","1","500","500","55700","0.5","27850"
"1","Susie Granger",2010-10-31,"5304","21","Kill and Invincible","2","Adventure","49","800","39200","55700","0.5","27850"
"1","Susie Granger",2010-10-31,"5304","127","Economy but Economy","4","Horror","4","1200","4800","55700","0.5","27850"
"1","Susie Granger",2010-10-31,"5304","142","Nightmare to Cry","10","Cookery","1","2700","2700","55700","0.5","27850"
"1","Susie Granger",2012-06-17,"72899","140","Culprit but Kill","8","Autobiography","1","4700","4700","16300","0.1","14670"
"1","Susie Granger",2012-06-17,"72899","34","Cry to Cry","5","Thriller","1","500","500","16300","0.1","14670"
"1","Susie Granger",2012-06-17,"72899","197","Dream but Love","10","Cookery","1","3400","3400","16300","0.1","14670"
"1","Susie Granger",2012-06-17,"72899","200","Call but Economy","6","Educational","1","2900","2900","16300","0.1","14670"
"1","Susie Granger",2012-06-17,"72899","273","Born but Places","3","Classics","1","4800","4800","16300","0.1","14670"
"1","Susie Granger",2011-09-22,"58630","265","Rings the Nightmare","2","Adventure","38","3500","133000","143400","0.5","71700"
"1","Susie Granger",2011-09-22,"58630","31","Dream the Cost","6","Educational","1","800","800","143400","0.5","71700"
"1","Susie Granger",2011-09-22,"58630","364","Cry and Invincible","1","Romance","1","3600","3600","143400","0.5","71700"
"1","Susie Granger",2011-09-22,"58630","39","Culprit the Land","10","Cookery","5","1200","6000","143400","0.5","71700"
"1","Susie Granger",2012-02-01,"48762","189","Places the Places","3","Classics","1","1900","1900","22600","0.1","20340"
"1","Susie Granger",2012-02-01,"48762","74","Palace and Nightmare","2","Adventure","1","2300","2300","22600","0.1","20340"
"1","Susie Granger",2012-02-01,"48762","34","Cry to Cry","5","Thriller","1","500","500","22600","0.1","20340"
"1","Susie Granger",2012-02-01,"48762","37","Economy but Love","1","Romance","1","5000","5000","22600","0.1","20340"
"1","Susie Granger",2012-02-01,"48762","155","Rings but Places","8","Autobiography","1","2200","2200","22600","0.1","20340"
"1","Susie Granger",2012-02-01,"48762","171","Living the Cry","3","Classics","1","4700","4700","22600","0.1","20340"
"1","Susie Granger",2012-02-01,"48762","164","Nightmare but Drama","1","Romance","2","3000","6000","22600","0.1","20340"
"1","Susie Granger",2012-05-16,"56867","340","Kill to Living","2","Adventure","5","1200","6000","9900","0","9900"
"1","Susie Granger",2012-05-16,"56867","272","Land and Kill","8","Autobiography","1","2800","2800","9900","0","9900"
"1","Susie Granger",2012-05-16,"56867","79","Rings to Living","7","History","1","1100","1100","9900","0","9900"
"1","Susie Granger",2012-01-18,"77748","268","Nightmare to Call","9","Travel","1","2300","2300","4800","0","4800"
"1","Susie Granger",2012-01-18,"77748","146","Nightmare the Love","8","Autobiography","1","2500","2500","4800","0","4800"
"1","Susie Granger",2012-05-12,"34863","20","Rings but Dream","5","Thriller","1","800","800","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","269","Love the Nightmare","2","Adventure","5","2400","12000","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","335","Cost and Culprit","3","Classics","2","5000","10000","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","287","Land and Palace","6","Educational","94","800","75200","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","194","Nightmare but Culprit","8","Autobiography","1","2400","2400","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","51","Cry and Invincible","6","Educational","1","1000","1000","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","256","Economy but Culprit","9","Travel","1","3000","3000","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","304","Drama and Living","7","History","1","800","800","112700","0.5","56350"
"1","Susie Granger",2012-05-12,"34863","345","Drama the Cost","1","Romance","5","1500","7500","112700","0.5","56350"
"1","Susie Granger",2012-08-17,"99960","117","Places to Love","1","Romance","1","1300","1300","6900","0","6900"
"1","Susie Granger",2012-08-17,"99960","31","Dream the Cost","6","Educational","1","800","800","6900","0","6900"
"1","Susie Granger",2012-08-17,"99960","60","Invincible to Wait","5","Thriller","1","4800","4800","6900","0","6900"
"1","Susie Granger",2012-06-14,"13896","162","Economy to Born","1","Romance","1","3500","3500","102700","0.5","51350"
"1","Susie Granger",2012-06-14,"13896","202","Drama the Culprit","10","Cookery","1","3400","3400","102700","0.5","51350"
"1","Susie Granger",2012-06-14,"13896","338","Palace and Nightmare","8","Autobiography","57","1600","91200","102700","0.5","51350"
"1","Susie Granger",2012-06-14,"13896","226","Kill and Palace","8","Autobiography","1","1200","1200","102700","0.5","51350"
"1","Susie Granger",2012-06-14,"13896","158","Places but Call","10","Cookery","1","3400","3400","102700","0.5","51350"
"1","Susie Granger",2010-09-27,"47270","167","Born the Cost","3","Classics","1","1600","1600","7900","0","7900"
"1","Susie Granger",2010-09-27,"47270","4","Love and Economy","6","Educational","3","2100","6300","7900","0","7900"
"2","Susie Foxx",2010-01-24,"17024","201","Nightmare to Cost","5","Thriller","1","4200","4200","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","184","Land the Rings","5","Thriller","59","3900","230100","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","208","Places to Call","7","History","1","3400","3400","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","386","Rings to Born","8","Autobiography","1","900","900","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","367","Rings but Economy","7","History","1","1000","1000","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","64","Born to Rings","9","Travel","1","3500","3500","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","293","Invincible the Born","2","Adventure","1","2400","2400","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","13","Palace but Invincible","8","Autobiography","1","3200","3200","249300","0.5","124650"
"2","Susie Foxx",2010-01-24,"17024","58","Kill to Drama","1","Romance","1","600","600","249300","0.5","124650"
"3","Catherine Boulier",2010-07-21,"83202","272","Land and Kill","8","Autobiography","87","2800","243600","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","183","Drama but Born","3","Classics","1","2200","2200","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","89","Rings to Economy","9","Travel","1","3100","3100","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","217","Culprit to Call","2","Adventure","90","4700","423000","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","19","Places and Call","5","Thriller","1","2700","2700","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","257","Drama to Nightmare","9","Travel","1","3500","3500","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","135","Places the Invincible","1","Romance","1","3400","3400","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","243","Living the Invincible","6","Educational","1","4700","4700","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","1","Love and Nightmare","8","Autobiography","1","3900","3900","694200","0.5","347100"
"3","Catherine Boulier",2010-07-21,"83202","104","Wait and Rings","8","Autobiography","1","4100","4100","694200","0.5","347100"
"3","Catherine Boulier",2011-07-18,"64564","384","Cry and Land","1","Romance","4","2300","9200","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","36","Rings but Dream","9","Travel","86","2700","232200","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","90","Living and Land","9","Travel","27","4700","126900","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","382","Dream to Culprit","2","Adventure","1","4900","4900","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","317","Nightmare the Cry","3","Classics","1","5000","5000","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","220","Living the Living","2","Adventure","5","2600","13000","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","57","Cost but Cry","9","Travel","1","1100","1100","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","334","Call the Call","10","Cookery","1","4500","4500","397400","0.5","198700"
"3","Catherine Boulier",2011-07-18,"64564","175","Invincible and Culprit","6","Educational","1","600","600","397400","0.5","198700"
"3","Catherine Boulier",2012-04-05,"55826","171","Living the Cry","3","Classics","4","4700","18800","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","78","Born and Invincible","3","Classics","2","4100","8200","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","30","Rings the Rings","2","Adventure","1","2100","2100","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","354","Nightmare the Palace","10","Cookery","78","3200","249600","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","379","Economy to Palace","9","Travel","4","3400","13600","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","163","Kill and Cry","8","Autobiography","94","4300","404200","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","326","Cost to Wait","7","History","1","3400","3400","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","380","Economy the Culprit","1","Romance","1","800","800","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","175","Invincible and Culprit","6","Educational","1","600","600","702900","0.5","351450"
"3","Catherine Boulier",2012-04-05,"55826","82","Love to Love","2","Adventure","1","1600","1600","702900","0.5","351450"
"3","Catherine Boulier",2011-08-25,"82602","351","Palace the Economy","6","Educational","1","4300","4300","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","343","Palace the Drama","10","Cookery","1","500","500","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","147","Wait the Invincible","1","Romance","1","1200","1200","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","41","Cry and Living","10","Cookery","3","3100","9300","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","151","Palace the Wait","5","Thriller","1","1900","1900","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","250","Drama to Cost","8","Autobiography","1","800","800","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","76","Drama to Culprit","8","Autobiography","1","4600","4600","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","59","Cry but Economy","8","Autobiography","1","600","600","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","371","Palace and Love","3","Classics","1","4400","4400","31900","0.25","23925"
"3","Catherine Boulier",2011-08-25,"82602","35","Land but Land","2","Adventure","1","4300","4300","31900","0.25","23925"
"3","Catherine Boulier",2011-07-05,"27551","340","Kill to Living","2","Adventure","1","1200","1200","24000","0.1","21600"
"3","Catherine Boulier",2011-07-05,"27551","133","Dream the Drama","5","Thriller","1","3400","3400","24000","0.1","21600"
"3","Catherine Boulier",2011-07-05,"27551","363","Culprit the Cost","3","Classics","2","1600","3200","24000","0.1","21600"
"3","Catherine Boulier",2011-07-05,"27551","85","Land to Living","1","Romance","1","4400","4400","24000","0.1","21600"
"3","Catherine Boulier",2011-07-05,"27551","274","Drama but Love","3","Classics","1","2300","2300","24000","0.1","21600"
"3","Catherine Boulier",2011-07-05,"27551","16","Born the Call","6","Educational","1","3300","3300","24000","0.1","21600"
"3","Catherine Boulier",2011-07-05,"27551","294","Invincible but Born","7","History","1","2400","2400","24000","0.1","21600"
"3","Catherine Boulier",2011-07-05,"27551","319","Dream to Born","3","Classics","1","3800","3800","24000","0.1","21600"
"3","Catherine Boulier",2011-09-29,"71637","357","Dream to Born","3","Classics","12","4000","48000","321200","0.5","160600"
"3","Catherine Boulier",2011-09-29,"71637","280","Call the Love","10","Cookery","37","2100","77700","321200","0.5","160600"
"3","Catherine Boulier",2011-09-29,"71637","152","Cost but Palace","1","Romance","1","2800","2800","321200","0.5","160600"
"3","Catherine Boulier",2011-09-29,"71637","173","Culprit to Wait","10","Cookery","51","3700","188700","321200","0.5","160600"
"3","Catherine Boulier",2011-09-29,"71637","14","Love to Wait","9","Travel","1","4000","4000","321200","0.5","160600"
"3","Catherine Boulier",2012-07-15,"11927","335","Cost and Culprit","3","Classics","1","5000","5000","211300","0.5","105650"
"3","Catherine Boulier",2012-07-15,"11927","239","Palace and Invincible","6","Educational","1","1700","1700","211300","0.5","105650"
"3","Catherine Boulier",2012-07-15,"11927","212","Call the Born","4","Horror","1","1600","1600","211300","0.5","105650"
"3","Catherine Boulier",2012-07-15,"11927","53","Rings the Palace","9","Travel","50","3800","190000","211300","0.5","105650"
"3","Catherine Boulier",2012-07-15,"11927","326","Cost to Wait","7","History","1","3400","3400","211300","0.5","105650"
"3","Catherine Boulier",2012-07-15,"11927","168","Living to Economy","7","History","1","1600","1600","211300","0.5","105650"
"3","Catherine Boulier",2012-07-15,"11927","177","Dream to Invincible","8","Autobiography","1","4200","4200","211300","0.5","105650"
"3","Catherine Boulier",2012-07-15,"11927","319","Dream to Born","3","Classics","1","3800","3800","211300","0.5","105650"
"3","Catherine Boulier",2012-04-26,"52847","45","Living to Invincible","8","Autobiography","1","3200","3200","24100","0.1","21690"
"3","Catherine Boulier",2012-04-26,"52847","163","Kill and Cry","8","Autobiography","1","4300","4300","24100","0.1","21690"
"3","Catherine Boulier",2012-04-26,"52847","82","Love to Love","2","Adventure","1","1600","1600","24100","0.1","21690"
"3","Catherine Boulier",2012-04-26,"52847","98","Invincible the Drama","8","Autobiography","2","1100","2200","24100","0.1","21690"
"3","Catherine Boulier",2012-04-26,"52847","17","Economy the Call","1","Romance","1","4700","4700","24100","0.1","21690"
"3","Catherine Boulier",2012-04-26,"52847","87","Cry the Land","1","Romance","1","1000","1000","24100","0.1","21690"
"3","Catherine Boulier",2012-04-26,"52847","55","Call to Love","8","Autobiography","1","2800","2800","24100","0.1","21690"
"3","Catherine Boulier",2012-04-26,"52847","132","Love and Places","8","Autobiography","1","4300","4300","24100","0.1","21690"
"3","Catherine Boulier",2011-08-07,"69584","176","Kill and Rings","10","Cookery","1","1000","1000","26400","0.25","19800"
"3","Catherine Boulier",2011-08-07,"69584","48","Drama and Kill","7","History","4","3900","15600","26400","0.25","19800"
"3","Catherine Boulier",2011-08-07,"69584","158","Places but Call","10","Cookery","1","3400","3400","26400","0.25","19800"
"3","Catherine Boulier",2011-08-07,"69584","168","Living to Economy","7","History","1","1600","1600","26400","0.25","19800"
"3","Catherine Boulier",2011-08-07,"69584","70","Economy to Cry","10","Cookery","3","1600","4800","26400","0.25","19800"
"3","Catherine Boulier",2010-02-03,"11034","100","Drama but Living","6","Educational","1","4100","4100","16500","0.1","14850"
"3","Catherine Boulier",2010-02-03,"11034","71","Living but Dream","9","Travel","1","3200","3200","16500","0.1","14850"
"3","Catherine Boulier",2010-02-03,"11034","264","Born but Land","4","Horror","1","2900","2900","16500","0.1","14850"
"3","Catherine Boulier",2010-02-03,"11034","232","Places but Call","7","History","1","2400","2400","16500","0.1","14850"
"3","Catherine Boulier",2010-02-03,"11034","1","Love and Nightmare","8","Autobiography","1","3900","3900","16500","0.1","14850"
"3","Catherine Boulier",2011-09-08,"35616","342","Wait to Cry","6","Educational","1","2600","2600","322700","0.5","161350"
"3","Catherine Boulier",2011-09-08,"35616","28","Land to Love","1","Romance","26","3500","91000","322700","0.5","161350"
"3","Catherine Boulier",2011-09-08,"35616","176","Kill and Rings","10","Cookery","1","1000","1000","322700","0.5","161350"
"3","Catherine Boulier",2011-09-08,"35616","192","Call to Love","10","Cookery","14","800","11200","322700","0.5","161350"
"3","Catherine Boulier",2011-09-08,"35616","158","Places but Call","10","Cookery","1","3400","3400","322700","0.5","161350"
"3","Catherine Boulier",2011-09-08,"35616","368","Land and Living","5","Thriller","75","2800","210000","322700","0.5","161350"
"3","Catherine Boulier",2011-09-08,"35616","396","Rings to Places","7","History","1","3500","3500","322700","0.5","161350"
"3","Catherine Boulier",2010-09-17,"32260","131","Palace but Born","4","Horror","76","3800","288800","490600","0.5","245300"
"3","Catherine Boulier",2010-09-17,"32260","155","Rings but Places","8","Autobiography","90","2200","198000","490600","0.5","245300"
"3","Catherine Boulier",2010-09-17,"32260","295","Invincible and Wait","6","Educational","1","3800","3800","490600","0.5","245300"
"3","Catherine Boulier",2012-07-25,"55937","296","Nightmare but Love","7","History","1","4700","4700","7200","0","7200"
"3","Catherine Boulier",2012-07-25,"55937","146","Nightmare the Love","8","Autobiography","1","2500","2500","7200","0","7200"
"3","Catherine Boulier",2010-06-30,"81181","202","Drama the Culprit","10","Cookery","1","3400","3400","13600","0.1","12240"
"3","Catherine Boulier",2010-06-30,"81181","397","Rings and Drama","10","Cookery","1","700","700","13600","0.1","12240"
"3","Catherine Boulier",2010-06-30,"81181","159","Nightmare and Land","7","History","3","2400","7200","13600","0.1","12240"
"3","Catherine Boulier",2010-06-30,"81181","268","Nightmare to Call","9","Travel","1","2300","2300","13600","0.1","12240"
"3","Catherine Boulier",2012-08-13,"83956","152","Cost but Palace","1","Romance","1","2800","2800","281800","0.5","140900"
"3","Catherine Boulier",2012-08-13,"83956","191","Places but Cost","3","Classics","90","3100","279000","281800","0.5","140900"
"3","Catherine Boulier",2012-06-29,"89911","26","Places the Cost","5","Thriller","1","4600","4600","11300","0.1","10170"
"3","Catherine Boulier",2012-06-29,"89911","358","Kill to Love","2","Adventure","1","2600","2600","11300","0.1","10170"
"3","Catherine Boulier",2012-06-29,"89911","378","Dream and Rings","2","Adventure","1","4100","4100","11300","0.1","10170"
"4","Daniel Allison",2012-09-04,"19978","89","Rings to Economy","9","Travel","1","3100","3100","5200","0","5200"
"4","Daniel Allison",2012-09-04,"19978","4","Love and Economy","6","Educational","1","2100","2100","5200","0","5200"
"4","Daniel Allison",2012-08-10,"90953","136","Cry and Rings","7","History","1","2100","2100","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","245","Economy but Born","9","Travel","1","3500","3500","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","158","Places but Call","10","Cookery","1","3400","3400","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","51","Cry and Invincible","6","Educational","1","1000","1000","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","183","Drama but Born","3","Classics","1","2200","2200","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","344","Wait the Cry","8","Autobiography","1","1500","1500","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","192","Call to Love","10","Cookery","1","800","800","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","266","Love to Love","10","Cookery","1","3600","3600","22900","0.1","20610"
"4","Daniel Allison",2012-08-10,"90953","60","Invincible to Wait","5","Thriller","1","4800","4800","22900","0.1","20610"
"4","Daniel Allison",2011-12-31,"87730","9","Cry but Rings","7","History","1","3500","3500","435400","0.5","217700"
"4","Daniel Allison",2011-12-31,"87730","397","Rings and Drama","10","Cookery","5","700","3500","435400","0.5","217700"
"4","Daniel Allison",2011-12-31,"87730","196","Wait and Palace","7","History","1","1100","1100","435400","0.5","217700"
"4","Daniel Allison",2011-12-31,"87730","78","Born and Invincible","3","Classics","1","4100","4100","435400","0.5","217700"
"4","Daniel Allison",2011-12-31,"87730","279","Palace to Cost","6","Educational","1","1300","1300","435400","0.5","217700"
"4","Daniel Allison",2011-12-31,"87730","168","Living to Economy","7","History","1","1600","1600","435400","0.5","217700"
"4","Daniel Allison",2011-12-31,"87730","328","Invincible the Cost","10","Cookery","95","4400","418000","435400","0.5","217700"
"4","Daniel Allison",2011-12-31,"87730","40","Kill the Dream","2","Adventure","1","2300","2300","435400","0.5","217700"
"4","Daniel Allison",2011-10-16,"82654","363","Culprit the Cost","3","Classics","1","1600","1600","21700","0.1","19530"
"4","Daniel Allison",2011-10-16,"82654","191","Places but Cost","3","Classics","1","3100","3100","21700","0.1","19530"
"4","Daniel Allison",2011-10-16,"82654","3","Drama but Call","3","Classics","3","4600","13800","21700","0.1","19530"
"4","Daniel Allison",2011-10-16,"82654","342","Wait to Cry","6","Educational","1","2600","2600","21700","0.1","19530"
"4","Daniel Allison",2011-10-16,"82654","198","Cry to Places","1","Romance","1","600","600","21700","0.1","19530"
"4","Daniel Allison",2012-09-09,"22983","273","Born but Places","3","Classics","1","4800","4800","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","111","Love the Dream","3","Classics","1","2200","2200","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","392","Culprit and Call","2","Adventure","4","3900","15600","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","190","Rings the Palace","2","Adventure","1","3200","3200","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","75","Places and Born","7","History","1","4000","4000","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","138","Rings to Love","2","Adventure","5","1300","6500","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","55","Call to Love","8","Autobiography","1","2800","2800","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","125","Kill the Nightmare","10","Cookery","1","3200","3200","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","68","Drama to Rings","1","Romance","1","2100","2100","45500","0.25","34125"
"4","Daniel Allison",2012-09-09,"22983","353","Kill and Nightmare","10","Cookery","1","1100","1100","45500","0.25","34125"
"4","Daniel Allison",2012-09-20,"73994","343","Palace the Drama","10","Cookery","1","500","500","3100","0","3100"
"4","Daniel Allison",2012-09-20,"73994","321","Kill and Cost","7","History","1","2600","2600","3100","0","3100"
"4","Daniel Allison",2012-01-05,"83735","48","Drama and Kill","7","History","49","3900","191100","191100","0.5","95550"
"4","Daniel Allison",2012-08-08,"20951","74","Palace and Nightmare","2","Adventure","1","2300","2300","186100","0.5","93050"
"4","Daniel Allison",2012-08-08,"20951","320","Love and Places","2","Adventure","1","1800","1800","186100","0.5","93050"
"4","Daniel Allison",2012-08-08,"20951","140","Culprit but Kill","8","Autobiography","37","4700","173900","186100","0.5","93050"
"4","Daniel Allison",2012-08-08,"20951","218","Palace the Drama","9","Travel","1","1800","1800","186100","0.5","93050"
"4","Daniel Allison",2012-08-08,"20951","75","Places and Born","7","History","1","4000","4000","186100","0.5","93050"
"4","Daniel Allison",2012-08-08,"20951","359","Living and Dream","3","Classics","1","2300","2300","186100","0.5","93050"
"4","Daniel Allison",2012-03-02,"31792","303","Wait to Kill","1","Romance","1","700","700","370700","0.5","185350"
"4","Daniel Allison",2012-03-02,"31792","270","Wait to Rings","9","Travel","1","4600","4600","370700","0.5","185350"
"4","Daniel Allison",2012-03-02,"31792","172","Nightmare the Cost","7","History","3","3500","10500","370700","0.5","185350"
"4","Daniel Allison",2012-03-02,"31792","155","Rings but Places","8","Autobiography","1","2200","2200","370700","0.5","185350"
"4","Daniel Allison",2012-03-02,"31792","81","Love the Living","3","Classics","1","5000","5000","370700","0.5","185350"
"4","Daniel Allison",2012-03-02,"31792","70","Economy to Cry","10","Cookery","1","1600","1600","370700","0.5","185350"
"4","Daniel Allison",2012-03-02,"31792","150","Dream the Cost","3","Classics","95","3600","342000","370700","0.5","185350"
"4","Daniel Allison",2012-03-02,"31792","100","Drama but Living","6","Educational","1","4100","4100","370700","0.5","185350"
"4","Daniel Allison",2010-09-14,"79257","18","Places and Palace","7","History","1","2000","2000","252500","0.5","126250"
"4","Daniel Allison",2010-09-14,"79257","33","Cry the Love","7","History","1","2800","2800","252500","0.5","126250"
"4","Daniel Allison",2010-09-14,"79257","352","Economy to Land","7","History","1","2000","2000","252500","0.5","126250"
"4","Daniel Allison",2010-09-14,"79257","226","Kill and Palace","8","Autobiography","1","1200","1200","252500","0.5","126250"
"4","Daniel Allison",2010-09-14,"79257","35","Land but Land","2","Adventure","35","4300","150500","252500","0.5","126250"
